ETF_Id,Ticker_Symbol,Weight
0057,2383,0.36
0057,1301,0.34
0057,1303,0.34
0057,3017,0.33
0057,2912,0.32
0057,3529,0.32
0057,2324,0.3
0057,2609,0.29
0057,2376,0.29
0057,2474,0.29
0057,6446,0.28
0057,6415,0.28
0057,3037,0.28
0057,1590,0.26
0057,2377,0.26
0057,3481,0.26
0057,3533,0.26
0057,2356,0.25
0057,1102,0.24
0057,2618,0.24
0057,2801,0.24
0057,2353,0.23
0057,1402,0.22
0057,2834,0.22
0057,3702,0.22
0057,6409,0.22
0057,5347,0.21
0057,1326,0.2
0057,2105,0.2
0057,3443,0.2
0057,2409,0.2
0057,2347,0.2
0057,1476,0.19
0057,3653,0.19
0057,6488,0.19
0057,9904,0.17
0057,2610,0.15
0057,4958,0.15
0057,8464,0.15
0057,1519,0.14
0057,9910,0.13
0057,2615,0.12
0057,2633,0.12
0057,9945,0.12
006203,2330,50.84
006203,2454,4.82
006203,2317,3.91
006203,2881,1.58
006203,2308,1.58
006203,2891,1.47
006203,2382,1.36
006203,2882,1.31
006203,2303,1.13
006203,2412,1.09
006203,2886,1.06
006203,3711,1.06
006203,2357,0.98
006203,2884,0.93
006203,1216,0.87
006203,2885,0.78
006203,3034,0.72
006203,2892,0.68
006203,2345,0.68
006203,2883,0.61
006203,2002,0.59
006203,3231,0.58
006203,5880,0.57
006203,2379,0.57
006203,2880,0.56
006203,2890,0.54
006203,3008,0.54
006203,2603,0.52
006203,8069,0.51
006203,3661,0.5
006203,1101,0.49
006203,3045,0.48
006203,2887,0.45
006203,2207,0.44
006203,2301,0.43
006203,3293,0.43
006203,6669,0.42
006203,2888,0.41
006203,2395,0.4
006203,5876,0.39
006203,4938,0.38
006203,4904,0.36
006203,3529,0.34
006203,3017,0.33
006203,2327,0.33
006203,2383,0.33
006203,2912,0.32
006203,5871,0.31
006203,2324,0.3
006203,2376,0.3
006203,2474,0.3
006203,2609,0.29
006203,6446,0.29
006203,6415,0.29
006203,1590,0.28
006203,3037,0.28
006203,1303,0.27
006203,2377,0.26
006203,2618,0.25
006203,2356,0.25
006203,3533,0.25
006203,1102,0.24
006203,1301,0.24
006203,2801,0.24
006203,2834,0.23
006203,2353,0.23
006203,3702,0.23
006203,6409,0.23
006203,1402,0.22
006203,3443,0.22
006203,1476,0.21
006203,5347,0.21
006203,2105,0.2
006203,3481,0.2
006203,2347,0.2
006203,6488,0.2
006203,3653,0.19
006203,1326,0.16
006203,8464,0.16
006203,1519,0.15
006203,2610,0.15
006203,2409,0.15
006203,4958,0.15
006203,9904,0.14
006203,9910,0.13
006203,2615,0.12
006203,2633,0.12
006203,9945,0.12
006204,2330,34.07
006204,2454,4.2
006204,2317,3.44
006204,2881,2.16
006204,2412,1.88
006204,2308,1.77
006204,2882,1.7
006204,2382,1.64
006204,2891,1.46
006204,2303,1.18
006204,3711,1.18
006204,2886,1.09
006204,2603,0.88
006204,2884,0.87
006204,1216,0.85
006204,2357,0.85
006204,2885,0.82
006204,3045,0.77
006204,2880,0.72
006204,2892,0.72
006204,5880,0.69
006204,6505,0.66
006204,2002,0.65
006204,2207,0.63
006204,3034,0.63
006204,2395,0.61
006204,2345,0.61
006204,3008,0.59
006204,4904,0.57
006204,2883,0.55
006204,6669,0.54
006204,2890,0.53
006204,3231,0.52
006204,2379,0.51
006204,2609,0.49
006204,2912,0.49
006204,2327,0.46
006204,1301,0.44
006204,1101,0.43
006204,1303,0.43
006204,2887,0.42
006204,4938,0.42
006204,2615,0.41
006204,2618,0.41
006204,5876,0.41
006204,2301,0.41
006204,2801,0.38
006204,2888,0.36
006204,2383,0.34
006204,1402,0.33
006204,2105,0.31
006204,1102,0.29
006204,1326,0.29
006204,2356,0.29
006204,2376,0.29
006204,3533,0.29
006204,3443,0.27
006204,2324,0.27
006204,3037,0.27
006204,2474,0.27
006204,2610,0.26
006204,2377,0.26
006204,2834,0.25
006204,3017,0.25
006204,3653,0.25
006204,6409,0.25
006204,1519,0.24
006204,2385,0.24
006204,1476,0.23
006204,2027,0.23
006204,5269,0.23
006204,3481,0.23
006204,2360,0.23
006204,2408,0.22
006204,2059,0.22
006204,3376,0.22
006204,2347,0.22
006204,9910,0.22
006204,8464,0.22
006204,2812,0.21
006204,1504,0.2
006204,2449,0.2
006204,2353,0.2
006204,2409,0.2
006204,3702,0.2
006204,9904,0.2
006204,9945,0.19
006204,2368,0.19
006204,6805,0.19
006204,1605,0.17
006204,2542,0.17
006204,6239,0.17
006204,2354,0.17
006204,8454,0.17
006204,1229,0.16
006204,2049,0.16
006204,2371,0.16
006204,2204,0.16
006204,6176,0.16
006204,3036,0.16
006204,2404,0.16
006204,3044,0.15
006204,1477,0.14
006204,1503,0.14
006204,1319,0.14
006204,2633,0.13
006204,2838,0.13
006204,2344,0.13
006204,6789,0.13
006204,3005,0.13
006204,3706,0.13
006204,2313,0.13
006204,1513,0.12
006204,2539,0.12
006204,2915,0.12
006204,6415,0.12
006204,6770,0.12
006204,8046,0.12
006204,2206,0.11
006204,2845,0.11
006204,9941,0.11
006204,2352,0.11
006204,6285,0.11
006204,3023,0.11
006204,1210,0.1
006204,2006,0.1
006204,5522,0.1
006204,2606,0.1
006204,2809,0.1
006204,6005,0.1
006204,9917,0.1
006204,1795,0.1
006204,3035,0.1
006204,9921,0.1
006204,1907,0.09
006204,2504,0.09
006204,2540,0.09
006204,2634,0.09
006204,2889,0.09
006204,6592,0.09
006204,1722,0.09
006204,3596,0.09
006204,6412,0.09
006204,5434,0.09
006204,8112,0.09
006204,6670,0.09
006204,1802,0.08
006204,2201,0.08
006204,9939,0.08
006204,2451,0.08
006204,2458,0.08
006204,3406,0.08
006204,2492,0.08
006204,9914,0.08
006204,2015,0.07
006204,2211,0.07
006204,9958,0.07
006204,1808,0.07
006204,2855,0.07
006204,2337,0.07
006204,2388,0.07
006204,3189,0.07
006204,6257,0.07
006204,4915,0.07
006204,6214,0.07
006204,1227,0.06
006204,1434,0.06
006204,1609,0.06
006204,2014,0.06
006204,2023,0.06
006204,2101,0.06
006204,2607,0.06
006204,2903,0.06
006204,9933,0.06
006204,1717,0.06
006204,1773,0.06
006204,8926,0.06
006204,2441,0.06
006204,3532,0.06
006204,4919,0.06
006204,6414,0.06
006204,8210,0.06
006204,6278,0.06
006204,2498,0.06
006204,5388,0.06
006204,6191,0.06
006204,6196,0.06
006204,1314,0.05
006204,2106,0.05
006204,2707,0.05
006204,2897,0.05
006204,9907,0.05
006204,6491,0.05
006204,2363,0.05
006204,6531,0.05
006204,3714,0.05
006204,3042,0.05
006204,5469,0.05
006204,8996,0.04
006204,1904,0.04
006204,2227,0.04
006204,2548,0.04
006204,2849,0.04
006204,1723,0.04
006204,6271,0.04
006204,6526,0.04
006204,8016,0.04
006204,8150,0.04
006204,3515,0.04
006204,6116,0.04
006204,2455,0.04
006204,2421,0.04
006204,6213,0.04
006204,6269,0.04
006204,6282,0.04
006204,1905,0.03
006204,2520,0.03
006204,2530,0.03
006204,6446,0.03
006204,3665,0.03
006204,6691,0.03
006204,8478,0.03
006204,2524,0.02
006204,2597,0.02
006204,2637,0.02
006204,4766,0.02
006204,2329,0.02
006204,2393,0.02
006204,2457,0.02
006204,6605,0.01
006204,2501,0.01
006204,3703,0.01
006204,5534,0.01
006204,2362,0.01
006204,6230,0.01
006204,4958,0.01
006204,8070,0.01
006204,3030,0.01
006204,6139,0.01
006208,2330,55.45
006208,2454,5.19
006208,2317,4.4
006208,2308,1.96
006208,2881,1.75
006208,2891,1.63
006208,2382,1.5
006208,2882,1.42
006208,2303,1.32
006208,2412,1.23
006208,2886,1.19
006208,3711,1.17
006208,2884,1.1
006208,2357,1.08
006208,1216,0.97
006208,2885,0.96
006208,3034,0.79
006208,2345,0.73
006208,2892,0.72
006208,2883,0.68
006208,2890,0.66
006208,3231,0.65
006208,2002,0.64
006208,2880,0.64
006208,2379,0.63
006208,5880,0.62
006208,2603,0.6
006208,2327,0.58
006208,3008,0.56
006208,1101,0.54
006208,3661,0.53
006208,2887,0.51
006208,2207,0.49
006208,2301,0.49
006208,5871,0.44
006208,3045,0.44
006208,2395,0.43
006208,4938,0.43
006208,6669,0.43
006208,5876,0.42
006208,4904,0.41
006208,1303,0.39
006208,3017,0.37
006208,1301,0.34
006208,2609,0.33
006208,2912,0.33
006208,6446,0.33
006208,3037,0.3
006208,2615,0.28
006208,6505,0.13
00690,2330,30.95
00690,2454,16.19
00690,2881,6.51
00690,2308,5.87
00690,2412,5.02
00690,2303,4.03
00690,2603,3.32
00690,3034,2.41
00690,2379,1.91
00690,3008,1.73
00690,4904,1.72
00690,2327,1.71
00690,5876,1.58
00690,3661,1.57
00690,2395,1.42
00690,5871,1.33
00690,2383,1.32
00690,2474,1.01
00690,3533,1.0
00690,1102,0.92
00690,3037,0.92
00690,1590,0.87
00690,6409,0.83
00690,3653,0.78
00690,2449,0.76
00690,3443,0.71
00690,6239,0.66
00690,1476,0.63
00690,5269,0.47
00690,1229,0.43
00692,2330,49.4
00692,2454,4.66
00692,2317,4.25
00692,2881,2.44
00692,2412,2.09
00692,2308,1.96
00692,2882,1.88
00692,2382,1.82
00692,2891,1.62
00692,3711,1.32
00692,2886,1.24
00692,2303,1.17
00692,2603,1.0
00692,2884,0.96
00692,2357,0.95
00692,2885,0.91
00692,3045,0.91
00692,2880,0.8
00692,2892,0.79
00692,5880,0.77
00692,6505,0.73
00692,2207,0.7
00692,3034,0.69
00692,2395,0.68
00692,4904,0.68
00692,6669,0.64
00692,2890,0.59
00692,3231,0.58
00692,2912,0.55
00692,1101,0.51
00692,1301,0.49
00692,2887,0.47
00692,4938,0.47
00692,2618,0.46
00692,5876,0.46
00692,2301,0.45
00692,2801,0.42
00692,5871,0.41
00692,1402,0.37
00692,1102,0.35
00692,1326,0.32
00692,2356,0.32
00692,3037,0.3
00692,3443,0.29
00692,2834,0.28
00692,6409,0.28
00692,2385,0.27
00692,9910,0.25
00692,3036,0.23
00692,1504,0.22
00692,3044,0.22
00692,3702,0.22
00692,9904,0.22
00692,4958,0.21
00692,2371,0.2
00692,3665,0.2
00692,1605,0.19
00692,8454,0.18
00692,1477,0.16
00692,2633,0.15
00692,3005,0.15
00692,2838,0.14
00692,6285,0.14
00692,3023,0.13
00692,2845,0.12
00692,9941,0.12
00692,2352,0.12
00692,2006,0.11
00692,2606,0.11
00692,2809,0.11
00692,2504,0.1
00692,2634,0.1
00692,6592,0.1
00692,5434,0.1
00692,2201,0.09
00692,2889,0.09
00692,4766,0.09
00692,2211,0.08
00692,2204,0.08
00692,6414,0.08
00692,2855,0.07
00692,9933,0.07
00692,3532,0.07
00692,5388,0.07
00692,6214,0.07
00692,1609,0.06
00692,6491,0.06
00692,8926,0.06
00692,2362,0.06
00692,2439,0.06
00692,3703,0.05
00692,6579,0.05
00692,6806,0.05
00692,9940,0.04
00692,1707,0.04
00692,9930,0.04
00692,2515,0.03
00692,4164,0.02
00692,3027,0.01
00692,6112,0.01
00701,2891,11.53
00701,2412,10.72
00701,2886,7.74
00701,2884,7.46
00701,1216,6.36
00701,2892,5.09
00701,2880,4.75
00701,2890,4.53
00701,3045,4.52
00701,2002,4.43
00701,5880,4.36
00701,4904,3.73
00701,1101,3.68
00701,2887,3.51
00701,5876,2.79
00701,2801,2.47
00701,1102,1.97
00701,2834,1.66
00701,2027,1.59
00701,2347,1.54
00701,2812,1.41
00701,2845,0.87
00701,2206,0.78
00701,2889,0.69
00701,1717,0.45
00701,2897,0.29
00701,1537,0.14
00701,2617,0.12
00701,9927,0.12
00701,1720,0.1
00713,3045,9.74
00713,1216,9.29
00713,4904,9.0
00713,2912,5.74
00713,2887,3.57
00713,2880,3.54
00713,2891,3.12
00713,2454,3.03
00713,2884,2.72
00713,9939,2.12
00713,6691,2.09
00713,2347,1.82
00713,9917,1.81
00713,2006,1.7
00713,5876,1.68
00713,2303,1.64
00713,2618,1.53
00713,3034,1.49
00713,3596,1.49
00713,4938,1.48
00713,2404,1.37
00713,6176,1.36
00713,2206,1.33
00713,1477,1.24
00713,5388,1.24
00713,5434,1.17
00713,2883,1.16
00713,4766,1.13
00713,6670,1.1
00713,6005,1.09
00713,2606,1.06
00713,2850,0.99
00713,2597,0.98
00713,1215,0.97
00713,2845,0.97
00713,2885,0.97
00713,1210,0.95
00713,2890,0.93
00713,6278,0.92
00713,4915,0.92
00713,2211,0.9
00713,2441,0.83
00713,2393,0.83
00713,6196,0.74
00713,8112,0.68
00713,2385,0.64
00713,6239,0.59
00713,3010,0.57
00713,9904,0.46
00713,3044,0.42
00728,2330,29.02
00728,2303,12.76
00728,3034,7.84
00728,3008,6.24
00728,2395,4.56
00728,2474,3.45
00728,2059,3.32
00728,3533,3.31
00728,1590,3.05
00728,2360,2.72
00728,3653,2.59
00728,5269,2.2
00728,1476,2.16
00728,2049,1.92
00728,1477,1.85
00728,1229,1.52
00728,2504,1.08
00728,1722,1.02
00728,2458,0.99
00728,2451,0.94
00728,6531,0.93
00728,3042,0.78
00728,2211,0.66
00728,4961,0.64
00728,8046,0.59
00728,6271,0.57
00728,2441,0.51
00728,6491,0.49
00728,1773,0.46
00728,4583,0.32
00730,3034,10.84
00730,2454,9.87
00730,2385,9.45
00730,3293,8.53
00730,2404,6.58
00730,1477,5.84
00730,6121,5.8
00730,5536,3.24
00730,6139,3.18
00730,6670,3.16
00730,8454,2.65
00730,3042,2.49
00730,6278,2.37
00730,6691,2.24
00730,2850,2.15
00730,5009,1.84
00730,4766,1.79
00730,8016,1.79
00730,3014,1.71
00730,5289,1.62
00730,4961,1.6
00730,3029,1.49
00730,3078,1.39
00730,8081,1.31
00730,1712,1.24
00730,4536,1.17
00730,6146,1.17
00730,2480,1.1
00730,5609,0.78
00730,5478,0.72
00731,2891,9.61
00731,2303,7.81
00731,2412,7.27
00731,2886,6.99
00731,2884,6.5
00731,1216,5.74
00731,3034,4.64
00731,2890,3.91
00731,2880,3.77
00731,2887,3.01
00731,2207,2.91
00731,5871,2.6
00731,3045,2.57
00731,4938,2.55
00731,5876,2.5
00731,4904,2.42
00731,2912,1.95
00731,2474,1.88
00731,1102,1.7
00731,2618,1.63
00731,2347,1.44
00731,1402,1.43
00731,2409,1.4
00731,2105,1.37
00731,1326,1.32
00731,6176,1.18
00731,1504,0.85
00731,2633,0.83
00731,9945,0.81
00731,6505,0.74
00731,2809,0.68
00731,2006,0.64
00731,2206,0.63
00731,2352,0.6
00731,1722,0.56
00731,2915,0.55
00731,2845,0.47
00731,9917,0.42
00731,8454,0.4
00731,6592,0.22
00731,3702,0.0
00733,2383,12.97
00733,3443,6.93
00733,5269,6.44
00733,2404,5.87
00733,2049,5.42
00733,2368,4.87
00733,2313,4.45
00733,3035,3.61
00733,3376,2.94
00733,3406,2.61
00733,2393,2.55
00733,3019,2.46
00733,3450,2.39
00733,6691,2.28
00733,6526,2.23
00733,6442,2.06
00733,6781,1.94
00733,3189,1.71
00733,6789,1.68
00733,8046,1.63
00733,6271,1.56
00733,3617,1.41
00733,1736,1.4
00733,5522,1.39
00733,2328,1.39
00733,8114,1.28
00733,9802,1.27
00733,2480,0.96
00733,4583,0.9
00733,2401,0.9
00733,2464,0.82
00733,3059,0.81
00733,4576,0.65
00733,2436,0.61
00733,2348,0.57
00733,2231,0.56
00733,2365,0.56
00733,4977,0.56
00733,2233,0.49
00733,3645,0.45
00733,1597,0.44
00733,5203,0.43
00733,4912,0.37
00733,2453,0.36
00733,8374,0.33
00733,3694,0.33
00733,6112,0.33
00733,2417,0.28
00733,4952,0.2
00733,2250,0.12
00850,2330,27.41
00850,2454,6.84
00850,2317,5.73
00850,2308,2.58
00850,2881,2.27
00850,2891,2.2
00850,2382,2.03
00850,2882,1.87
00850,2303,1.74
00850,2412,1.67
00850,2886,1.56
00850,3711,1.53
00850,2884,1.45
00850,2357,1.43
00850,1216,1.28
00850,2885,1.27
00850,3034,0.98
00850,2892,0.97
00850,2345,0.96
00850,2002,0.92
00850,2883,0.9
00850,2880,0.87
00850,2890,0.87
00850,2379,0.83
00850,2603,0.82
00850,5880,0.81
00850,3231,0.8
00850,3008,0.79
00850,1101,0.78
00850,2887,0.67
00850,2888,0.67
00850,2207,0.65
00850,2301,0.65
00850,2327,0.64
00850,3045,0.62
00850,2395,0.57
00850,6669,0.57
00850,2383,0.55
00850,4904,0.54
00850,4938,0.5
00850,5876,0.48
00850,3017,0.48
00850,2474,0.47
00850,1102,0.46
00850,2801,0.44
00850,2912,0.44
00850,2609,0.43
00850,2324,0.43
00850,2376,0.42
00850,2377,0.42
00850,6415,0.41
00850,3037,0.4
00850,1590,0.38
00850,2385,0.37
00850,2618,0.36
00850,2356,0.36
00850,1476,0.34
00850,2353,0.34
00850,3533,0.34
00850,6409,0.33
00850,1402,0.32
00850,2834,0.32
00850,2449,0.32
00850,1303,0.31
00850,2105,0.31
00850,3443,0.3
00850,3702,0.3
00850,1504,0.26
00850,2610,0.26
00850,6239,0.26
00850,2615,0.24
00850,5269,0.24
00850,2049,0.23
00850,2633,0.23
00850,5871,0.23
00850,1326,0.22
00850,4958,0.22
00850,1605,0.21
00850,9910,0.2
00850,2344,0.18
00850,8464,0.18
00850,6005,0.17
00850,1722,0.17
00850,9904,0.17
00850,2371,0.16
00850,9921,0.15
00850,2845,0.13
00850,2606,0.09
00850,9917,0.09
00850,1717,0.09
00850,2451,0.09
