date,Open,High,Low,Close,Volume,Dividends
2024-01-17,5.72,5.72,5.72,5.72,200,0.0
2024-01-19,5.77,5.77,5.77,5.77,200,0.0
2024-01-22,5.82,5.82,5.82,5.82,200,0.0
2024-01-23,5.76,5.76,5.76,5.76,200,0.0
2024-01-24,5.76,5.76,5.76,5.76,200,0.0
2024-01-25,5.92,5.92,5.92,5.92,200,0.0
2024-01-26,5.91,5.91,5.91,5.91,200,0.0
2024-01-29,5.97,5.97,5.97,5.97,200,0.0
2024-01-30,5.85,5.85,5.85,5.85,200,0.0
2024-01-31,5.81,5.81,5.81,5.81,200,0.0
2024-02-01,5.82,5.82,5.82,5.82,200,0.0
2024-02-02,5.79,5.79,5.79,5.79,200,0.0
2024-02-05,5.75,5.75,5.75,5.75,200,0.0
2024-02-15,6.01,6.01,6.01,6.01,200,0.0
2024-02-16,6.08,6.08,6.08,6.08,200,0.0
2024-02-19,6.08,6.1,6.05,6.07,2400,0.0
2024-02-20,6.07,6.07,6.07,6.07,200,0.0
2024-02-21,6.23,6.23,6.23,6.23,200,0.0
2024-02-22,6.25,6.25,6.25,6.25,200,0.0
2024-02-23,6.28,6.28,6.28,6.28,200,0.0
2024-02-26,6.19,6.19,6.19,6.19,200,0.0
2024-02-27,6.16,6.16,6.16,6.16,200,0.0
2024-02-29,6.21,6.21,6.21,6.21,200,0.0
2024-03-01,6.23,6.23,6.23,6.23,200,0.0
2024-03-04,6.2,6.2,6.2,6.2,200,0.0
2024-03-05,6.23,6.23,6.23,6.23,200,0.0
2024-03-06,6.29,6.29,6.29,6.29,200,0.0
2024-03-07,6.23,6.23,6.23,6.23,200,0.0
2024-03-08,6.23,6.23,6.23,6.23,200,0.0
2024-03-11,6.33,6.33,6.33,6.33,200,0.0
2024-03-12,6.4,6.4,6.4,6.4,200,0.0
2024-03-13,6.35,6.35,6.35,6.35,200,0.0
2024-03-15,6.28,6.28,6.28,6.28,200,0.0
2024-03-18,6.26,6.33,6.23,6.33,1600,0.0
2024-03-19,6.33,6.33,6.33,6.33,200,0.0
2024-03-21,6.36,6.36,6.36,6.36,200,0.0
2024-03-22,6.25,6.25,6.25,6.25,200,0.0
2024-03-25,6.32,6.32,6.32,6.32,200,0.0
2024-03-26,6.29,6.29,6.29,6.29,200,0.0
2024-03-27,6.3,6.3,6.3,6.3,200,0.0
2024-03-28,6.32,6.32,6.32,6.32,200,0.0
2024-03-29,6.28,6.28,6.28,6.28,200,0.0
2024-04-01,6.4,6.4,6.4,6.4,200,0.0
2024-04-02,6.37,6.37,6.37,6.37,200,0.0
2024-04-09,6.29,6.29,6.29,6.29,200,0.0
2024-04-10,6.29,6.29,6.29,6.29,200,0.0
2024-04-11,6.23,6.23,6.23,6.23,200,0.0
2024-04-12,6.21,6.21,6.21,6.21,200,0.0
2024-04-15,6.29,6.29,6.29,6.29,200,0.0
2024-04-16,6.25,6.25,6.25,6.25,200,0.0
2024-04-17,6.28,6.28,6.28,6.28,200,0.0
2024-04-18,6.39,6.39,6.39,6.39,200,0.0
2024-04-19,6.32,6.32,6.32,6.32,200,0.0
2024-04-22,6.31,6.31,6.31,6.31,200,0.0
2024-04-23,6.33,6.33,6.33,6.33,200,0.0
2024-04-24,6.32,6.32,6.32,6.32,200,0.0
2024-04-25,6.33,6.33,6.33,6.33,200,0.0
2024-04-26,6.43,6.43,6.43,6.43,200,0.0
2024-04-29,6.55,6.55,6.55,6.55,200,0.0
2024-04-30,6.52,6.52,6.52,6.52,200,0.0
2024-05-03,6.61,6.61,6.61,6.61,200,0.0
2024-05-06,6.62,6.62,6.62,6.62,200,0.0
2024-05-07,6.6,6.6,6.6,6.6,200,0.0
2024-05-08,6.6,6.6,6.6,6.6,200,0.0
2024-05-09,6.61,6.61,6.61,6.61,200,0.0
2024-05-10,6.58,6.58,6.58,6.58,200,0.0
2024-05-13,6.55,6.55,6.55,6.55,200,0.0
2024-05-14,6.53,6.53,6.53,6.53,200,0.0
2024-05-15,6.55,6.55,6.55,6.55,200,0.0
2024-05-16,6.62,6.62,6.62,6.62,200,0.0
2024-05-17,6.58,6.58,6.58,6.58,200,0.0
2024-05-20,6.66,6.66,6.66,6.66,200,0.0
2024-05-21,6.64,6.64,6.64,6.64,200,0.0
2024-05-22,6.64,6.64,6.64,6.64,200,0.0
